StaffID	CourseTitle	Place	StartDate	EndDate	CertNumber
VAE00089	ATR42-400/500/72-212A (PW120) EASA Part 66 CAT B1/B2 Type Training – Theoretical	Vietnam	21-Sep-15	21-Oct-15	
VAE00089	AVIATION LEGISLATION - ADVANCE (EQUIVALENT TO MODULE 10)	Vietnam	1-Dec-14	3-Dec-14	6858
VAE00089	Fuel tank safety CDCCL - Initial	Vietnam	13-Apr-15	13-Apr-15	303/CTKT-TTĐT
VAE00089	EWIS basic training course - Initial	Vietnam	8-Jun-15	10-Jun-15	waiting for Cer.
VAE00089	Human Factors In Maintenance - Advanced	Vietnam	21-May-15	23-May-15	waiting for Cer.
VAE00089	A/C T.R F70 (TAY) - B1	Holland	6-Mar-00	11-Apr-00	No number
VAE00089	ATR72 DIFFERENCES COVERING PROPELLER AND P.E.C CONTROL SYSTEM	Vietnam	25-Sep-00	25-Sep-00	5711
VAE00089	CHUYỂN LOẠI ATR72	Vietnam	12-Feb-98	14-Apr-98	004.16/CN-99
VAE00089	HUMAN FACTOR	Vietnam	16-Aug-07	17-Aug-07	504/CN-07
VAE00089	Basic Training Mechanical Engingeer	Vietnam	1-Dec-96	16-Jan-98	B49322
VAE00089	ENG RUN UP TAY (F70)	Holland	12-Apr-00	13-Apr-00	No Number
VAE00089	CORROSION PREVENTION & CONTROL	Germany	21-Nov-05	22-Nov-05	98447
VAE00089	STANDARD PRACTICES FOR MECHANIC INSTRUCTOR	Singapore	7-Apr-08	18-Apr-08	S/08/015
VAE00089	ENG RUN UP PW124/127 (ATR72)	Thailand	16-Sep-07	21-Sep-07	07-09/89
VAE00089	ENG RUN UP PW (B777)	China	24-Jun-07	28-Jun-07	No number
VAE00089	A/C T.R A330 (PW4000) - B1	Vietnam	22-Feb-12	24-Mar-12	A330-B1/1201/S/C-06
VAE00089	A/C T.R B777 (GE) - B1	Germany	18-May-05	29-Jun-05	90293
VAE00089	Ini - Aviation Sercurity P2	Vietnam	8-Sep-11	9-Sep-11	AS2/00089
VAE00089	SMS	Vietnam	23-Jun-11	23-Jun-11	417/CTKT-TTĐT
VAE00093	 A321 (V2500) Engine Run - up	Vietnam	14-Apr-14	16-Apr-14	245/CTKT-TTĐT
VAE00093	PW 123/124/125/126/127 LINE MANTENANCE	Canada	1-Jan-99	15-Jan-99	No Number
VAE00093	Train the trainer	Vietnam	26-Aug-13	30-Aug-13	1309/13-iEIT
VAE00093	Fuel tank safety CDCCL - Initial	Vietnam	19-Dec-14	19-Dec-14	waiting for Cer.
VAE00093	A320/321 Structure Damage Assessment	Vietnam	11-Jun-12	11-Jun-12	464/CTKT-TTĐT
VAE00093	ENG RUN UP PW (B777)	China	3-Nov-05	7-Nov-05	No number
VAE00093	Aviation Legislation - Advanced	Vietnam	22-Dec-14	24-Dec-14	waiting for Cer.
VAE00093	EWIS basic training course - Initial	Vietnam	14-Jan-15	16-Jan-15	waiting for Cer.
VAE00093	 EASA PART 145 - Maintenance Organization - Advanced	Vietnam	1-Jun-15	3-Jun-15	waiting for Cer.
VAE00093	Human Factors In Maintenance - Advanced	Vietnam	25-Dec-14	27-Dec-14	waiting for Cer.
VAE00093	A/C T.R F70 (TAY) - B1	Holland	6-Mar-00	11-Apr-00	No number
VAE00093	ENG BSI PW124 (ATR72)	Vietnam	15-Sep-99	16-Sep-99	No number
VAE00093	ATR72 CONTINUATION TRAINING	Vietnam	15-Apr-02	26-Apr-02	073/CN-02
VAE00093	CHUYỂN LOẠI ATR72	Vietnam	12-Feb-98	14-Apr-98	004.17/CN-99
VAE00093	ATR-72 PEC MAINTENANCE ALL SYSTEMS DIFFERENCE COURSE	Vietnam	19-Oct-00	20-Oct-00	061/CN-00
VAE00093	FUEL SAVING (VNA)	Vietnam	23-Jun-09	23-Jun-09	401/CTKT-TTĐT
VAE00093	PW100 HEAVY MAINTENANCE (ATR72)	Canada	1-Jan-99	23-Jan-99	No number
VAE00093	B7X7 STRUCTURE REPAIR FOR ENGINEERS Part II	Singapore	15-Jun-08	21-Jun-08	No number
VAE00093	ENG RUN UP PW124/127 (ATR72)	Thailand	16-Sep-07	21-Sep-07	07-09/91
VAE00093	ENG BSI PW (B777)	Germany	7-May-07	11-May-07	"128662, 128656"
VAE00093	ENG RUN UP GE (B777)	China	20-Nov-05	24-Nov-05	No number
VAE00093	A/C T.R B777 (PW) - B1	USA	14-Jun-03	11-Aug-03	No number
VAE00093	HUMAN FACTOR	Vietnam	26-Jul-07	27-Jul-07	295/CN-07
VAE00093	Ini - Aviation Sercurity P2	Vietnam	18-Oct-11	19-Oct-11	AS2/00093
VAE00093	SAFETY MANAGEMENT SYSTEM	Vietnam	22-Jun-11	22-Jun-11	417/CTKT-TTĐT
VAE00093	Aircraft type rating A320/A321 (CFM56/V2500) - B1	Vietnam	1-Mar-11	21-Apr-11	A320/321-B1/1101/S/C/18
VAE00093	AIR LAW - FAR	Vietnam	14-Jun-10	18-Jun-10	TPE 201019
VAE00093	ENG T.R GE (B777) - III	USA	11-Aug-03	14-Aug-03	No number
VAE00093	ATR 72 - 212 A MAINTENANCE AIRFRAME & POWERPLANT COURSE	France	26-Nov-01	4-Jan-02	2648
VAE00093	Basic Training Mechanical Engingeer	Vietnam	1-Dec-96	16-Jan-98	B49317
VAE00097	ATR42-400/500/72-212A (PW120) EASA Part 66 CAT B1/B2 Type Training – Theoretical	Vietnam	21-Sep-15	21-Oct-15	
VAE00097	ATR42-600/72-600 Differences – Theory	Vietnam	22-Oct-15	28-Oct-15	
VAE00097	ATR42-400/500/72-212A (PW120) EASA Part 66 CAT B1/B2 Type Training – Practical	Vietnam	29-Oct-15	11-Nov-15	
VAE00097	ATR72 B2 Upgrade Theoretical	Vietnam	7-Dec-09	16-Dec-09	ATR72-AB2/0901/S/C-1
VAE00097	B777 MAINTENANCE INSTRUCTOR (TRAIN THE TRAINER)	Singapore	14-Aug-06	25-Aug-06	B/06/261
VAE00097	ELECTRICAL PRACTICE SKILLS	Germany	3-Sep-07	7-Sep-07	135368
VAE00097	ROCKWELLS & COLLINS L1 (B777)	USA	11-Dec-04	19-Dec-04	No number
VAE00097	AIR LAW - JAR/EASA	Vietnam	18-Jun-07	22-Jun-07	133593
VAE00097	ETOPS B777	Vietnam	14-May-07	15-May-07	084/CN-07
VAE00097	HUMAN FACTOR	Vietnam	9-Aug-07	10-Aug-07	468/CN-07
VAE00097	FUEL SAVING (VNA)	Vietnam	22-Jun-09	22-Jun-09	401/CTKT-TTĐT
VAE00097	ATR72 category A Theoretical	Vietnam	12-Oct-09	18-Nov-09	ATR72-A/0902/S/C-01
VAE00097	Basic Training Electrical Engingeer	Vietnam	1-Jan-95	12-Dec-95	A39674
VAE00097	A/C T.R B777 (GE) - B2	USA	18-Feb-03	4-Apr-03	No number
VAE00097	SAFETY MANAGEMENT SYSTEM	Vietnam	22-Jun-11	22-Jun-11	417/CTKT-TTĐT
VAE00097	Ini - Aviation Sercurity P2	Vietnam	11-Oct-11	12-Oct-11	AS2/00097
VAE00097	A/C TR A320/321(CFM56/V2500)-B2 (KS3)	Vietnam	25-Apr-11	31-May-11	A320/321-B2/1101/S/C/07
VAE00097	ENG T.R PW (B777) - III	USA	7-Apr-03	9-Apr-03	No number
VAE00102	Ini - VAR145&66	Vietnam	26-Aug-11	26-Aug-11	644/CTKT-TTĐT
VAE00102	Train the trainer	Vietnam	26-Aug-13	30-Aug-13	1409/13-iEIT
VAE00102	Ini - Human Factors	Vietnam	19-Mar-12	20-Mar-12	196/CTKT-TTĐT
VAE00102	A350 STRUCTURE MAINTENANCE REPAIR COURSE	Vietnam	8-Dec-14	12-Dec-14	EUR15-C000172
VAE00102	SAFETY MANAGEMENT SYSTEM	Vietnam	27-May-11	27-May-11	325/CTKT-TTĐT
VAE00102	MECHANICAL PRACTICE SKILLS	France	2-May-01	17-Jun-01	No number
VAE00102	STR REPAIR B777	Germany	31-Oct-05	11-Nov-05	97017
VAE00102	Basic Training Mechanical Engingeer	Vietnam	1-Dec-96	16-Jan-98	B49319
VAE00102	ENG T.R GE (B777) - III	USA	11-Aug-03	14-Aug-03	No number
VAE00102	A/C T.R B777 (PW) - B1	USA	14-Jun-03	11-Aug-03	No number
VAE00102	Sheet metal Repair OJT	Germany	6-Nov-04	19-Nov-04	77020
VAE00102	CORROSION PREVENTION & CONTROL - B7X7	USA	26-May-03	1-Jun-03	No number
VAE00102	ETOPS B777	Vietnam	18-Jun-07	19-Jun-07	BF2009-018
VAE00102	A/C T.R A320 (CFM56) - B1 + B2	Vietnam	23-Feb-99	10-Apr-99	A76422-02
VAE00102	STR REPAIR F70	Holland	9-Apr-00	19-May-00	No number
VAE00102	AIR LAW - FAR	Vietnam	14-Jun-10	18-Jun-10	TPE 201022
VAE00102	STR REPAIR A321	France	20-Nov-04	5-Dec-04	111346
VAE00106	M6/M7 - Basic Metal Part	Vietnam	6-Jan-14	24-Jan-14	
VAE00106	Ini - Aviation Sercurity	Vietnam	14-Nov-12	15-Nov-12	AS2/00106
VAE00106	M7 - Aircraft Handling (Easa Part 66 - Cat A)	Vietnam	14-Jan-13	18-Jan-13	No Number
VAE00106	M11A - Airframe Part theo EASA Part 66 - Cat A	Vietnam	21-Jan-13	1-Feb-13	No Number
VAE00106	M11A - System Part theo EASA Part 66 - Cat A	Vietnam	4-Feb-13	8-Feb-13	No Number
VAE00106	EASA Part 66 - A1 Basic Course - M9 - Human Factors	Vietnam	5-Nov-12	7-Nov-12	No Number
VAE00106	M6/M7 Rivets	Philippines	1-Sep-13	14-Sep-13	
VAE00106	Train the trainer	Vietnam	26-Aug-13	30-Aug-13	2409/13-iEIT
VAE00106	M6/M7 - Hydraulic/Control Cable/Composite Part	Vietnam	14-Apr-14	22-Apr-14	
VAE00106	M6/M7 - Basic Metal Part	Vietnam	10-Feb-14	28-Feb-14	
VAE00106	EASA Part 66 - A1 Basic Course - M10 - Aviation Legislation	Vietnam	29-Oct-12	1-Nov-12	No Number
VAE00106	STRUCTURE REPAIR A330	Germany	21-Feb-09	28-Feb-09	175421
VAE00106	EASA Part 66 - A1 Basic Course - M8 - Basic Aerodynamics	Vietnam	15-Oct-12	19-Oct-12	No Number
VAE00106	STR REPAIR A321	France	16-Jun-07	30-Jun-07	135317
VAE00106	A/C T.R F70 (TAY) - B1	Vietnam	12-Dec-05	10-Feb-06	A76F70-AP2/04
VAE00106	Ini - HUMAN FACTOR	Vietnam	26-Apr-10	28-Apr-10	251/CTKT-TTĐT
VAE00106	Basic Training Mechanical Engingeer	Vietnam	1-Mar-04	20-Mar-05	1380/HVPKKQ
VAE00106	Composite repair for engineer - XSC3	France	21-Aug-11	2-Sep-11	TLS 307226
VAE00106	A/C T.R A320/321 (V2500) - B1	Germany	21-Aug-10	7-Oct-10	No: HAM 004075
VAE00106	INI - SAFETY MANAGEMENT SYSTEM	Vietnam	13-Jul-11	13-Jul-11	497/CTKT-TTĐT
VAE00106	Ini-Aviation Regulations ( VAR 145 & VAR 66)	Vietnam	28-Apr-11	28-Apr-11	219/CTKT-TTĐT
VAE00106	A320/321 (CFM56/V2500) Difference course	Vietnam	10-Mar-11	25-Mar-11	166/CTKT-TTĐT
VAE00106	A320/321 T1 PRACTICAL TRAINING	Vietnam	10-Jan-11	14-Jan-11	HAM 004330
VAE00109	M11A - System Part	Vietnam	14-Apr-14	23-Apr-14	
VAE00109	M11A - Airframe Part	Vietnam	26-Mar-14	8-Apr-14	
VAE00109	M17 - Propeller	Vietnam	21-Feb-14	21-Feb-14	
VAE00109	M6/M7 Pipes & Hoses	Philippines	15-Oct-13	30-Oct-13	
VAE00109	A350 Specific Composite Repair	France	18-May-15	23-May-15	EUR15-C005880
VAE00109	A350 STRUCTURE MAINTENANCE REPAIR COURSE	Vietnam	15-Dec-14	19-Dec-14	EUR15-C001724
VAE00109	HUMAN FACTOR	Vietnam	10-Feb-10	12-Feb-10	121/CTKT-TTĐT
VAE00109	M15 - Gas Turbine Engine	Vietnam	10-Feb-14	20-Feb-14	
VAE00109	EASA Part 66 - A1 Basic Course - M9 - Human Factors	Vietnam	5-Nov-12	7-Nov-12	No Number
VAE00109	AIRFRAME CURRICULUM - FAR147	USA	15-Nov-05	15-Nov-07	No number
VAE00109	LINE & BASE  ELECTRIC / MECHANICS & AVIONICS SYSTEMS ON ATR 42-400/500/72-212 A (PWC PW 120)	Thailand	23-May-10	24-Jun-10	10-07/93
VAE00109	A/C T.R A320/321 (CFM56/V2500) - B1 (EM31)	Vietnam	14-Jul-08	29-Aug-08	A0T-04/0208-01
VAE00109	THEORY AND TEACHING METHODOLOGY	Vietnam	4-Aug-09	25-Aug-09	090326/LLPP
VAE00109	Basic Training Mechanical Engingeer (Fifth Course)	Vietnam	1-Feb-03	1-Feb-04	1052/HVPKKQ
VAE00109	POWERPLANT CURRICULUM - FAR147	USA	15-Nov-05	27-Nov-07	No number
VAE00109	Structure Repair for engineers	Malaysia	5-Jun-11	18-Jun-11	No number
VAE00109	TRAIN THE TRAINER - FOLLOW UP	Vietnam	23-Jul-12	3-Aug-12	No Number
VAE00109	EASA Part 66 - A1 Basic Course - M10 - Aviation Legislation	Vietnam	29-Oct-12	1-Nov-12	No Number
VAE00109	AIR LAW - VAR	Vietnam	8-Feb-10	8-Feb-10	88/CTKT-TTĐT
VAE00109	Ini - Aviation Sercurity P2	Vietnam	29-Aug-11	30-Aug-11	AS2/00109
VAE00109	Instructor training for teaching in English Language	Vietnam	20-Aug-12	31-Aug-12	No Number
VAE00109	EASA Part 66 - A1 Basic Course - M8 - Basic Aerodynamics	Vietnam	15-Oct-12	19-Oct-12	No Number
VAE00109	SAFETY MANAGEMENT SYSTEM	Vietnam	20-Jul-11	20-Jul-11	497/CTKT-TTĐT
VAE00120	M6/M7 Composite	Vietnam	24-Mar-14	25-Mar-14	
VAE00120	M6/M7 - Hydraulic/Control Cable/Composite Part	Vietnam	6-Jan-14	10-Jan-14	
VAE00120	M6/M7 Basic Metal Part	Vietnam	5-Dec-13	25-Dec-13	
VAE00120	VNA A330 ETOPS - CONTINUOUS TRAINING	Vietnam	3-Sep-13	7-Sep-13	608/CTKT-TTĐT
VAE00120	M6/M7 Rivets	Philippines	1-Sep-13	14-Sep-13	
VAE00120	M11A - System Part theo EASA Part 66 - Cat A	Vietnam	4-Feb-13	8-Feb-13	No Number
VAE00120	M11A - Airframe Part theo EASA Part 66 - Cat A	Vietnam	21-Jan-13	1-Feb-13	No Number
VAE00120	Fuel tank safety CDCCL - Initial	Vietnam	30-Dec-14	30-Dec-14	waiting for Cer.
VAE00120	M7 - Aircraft Handling (Easa Part 66 - Cat A)	Vietnam	14-Jan-13	18-Jan-13	No Number
VAE00120	Aviation Legislation - Advanced	Vietnam	24-Dec-14	26-Dec-14	waiting for Cer.
VAE00120	EWIS basic training course - Initial	Vietnam	11-Dec-14	13-Dec-14	waiting for Cer.
VAE00120	Human Factors In Maintenance - Advanced	Vietnam	26-Jan-15	28-Jan-15	waiting for Cer.
VAE00120	 EASA PART 145 - Maintenance Organization - Advanced	Vietnam	2-Feb-15	4-Feb-15	waiting for Cer.
VAE00120	A330-PW4000 Engine Borescope Inspection	Vietnam	29-Oct-14	31-Oct-14	738/CTKT-TTĐT
VAE00120	ETOPS A330	Vietnam	21-Jan-11	22-Jan-11	25/CTKT-TTĐT
VAE00120	Human Factor-15	Vietnam	19-Sep-07	21-Sep-07	BF2009-List HF
VAE00120	"INI-BASIC FAA REGULATIONS (CFR14 PART 145, 43)"	Vietnam	29-Jan-11	29-Jan-11	37/CTKT-TTĐT
VAE00120	Basic Training Mechanical Engingeer	Russia	1-Sep-01	1-Jul-06	13849
VAE00120	HUMAN FACTOR	Vietnam	10-Feb-10	12-Feb-10	121/CTKT-TTĐT
VAE00120	AIR LAW - VAR	Vietnam	8-Feb-10	8-Feb-10	88/CTKT-TTĐT
VAE00120	TRAIN THE TRAINER	Vietnam	5-Oct-09	7-Oct-09	029862
VAE00120	A/C T.R A330 (PW4000) - B1	Germany	7-May-07	27-Jun-07	132718
VAE00120	ENG MAINTENANCE CFM56 (A320)	France	20-Jul-09	24-Jul-09	0930-284
VAE00120	AIR LAW - VAR	Vietnam	1-Apr-08	3-Apr-08	BF2009-002
VAE00120	Instructor training for teaching in English Language	Vietnam	20-Aug-12	31-Aug-12	No Number
VAE00120	Supplement Training For Staff to CRS A	Vietnam	7-Mar-11	12-Mar-11	148/CTKT-TTĐT
VAE00120	EASA Part 66 - A1 Basic Course - M9 - Human Factors	Vietnam	5-Nov-12	7-Nov-12	No Number
VAE00120	EASA Part 66 - A1 Basic Course - M10 - Aviation Legislation	Vietnam	29-Oct-12	1-Nov-12	No Number
VAE00120	VNA A330 ETOPS - CONTINUOUS TRAINING - (ONLINE)	Vietnam	6-Sep-12	10-Sep-12	695/CTKT-TTĐT
VAE00120	TRAIN THE TRAINER - FOLLOW UP	Vietnam	23-Jul-12	3-Aug-12	No Number
VAE00120	A330 Structure Damage Assessment	Vietnam	27-Jun-12	27-Jun-12	511/CTKT-TTĐT
VAE00120	Ini - Aviation Security P2	Vietnam	26-Aug-11	27-Aug-11	AS2/00120
VAE00120	EASA Part 66 - A1 Basic Course - M8 - Basic Aerodynamics	Vietnam	15-Oct-12	19-Oct-12	No Number
VAE00120	INI SAFETY MANAGEMENT SYSTEM	Vietnam	28-Mar-12	28-Mar-12	281/CTKT-TTĐT
VAE00123	M6/M7 Control Cable	Philippines	22-Sep-13	26-Sep-13	
VAE00123	M6/M7 Electric Cable Connection	Philippines	15-Sep-13	21-Sep-13	
VAE00123	M3 - Electrical Fundamental	Vietnam	13-Jan-14	16-Jan-14	
VAE00123	EWIS (ELECTRICAL WIRING INTERCONNECTION SYSTEMS) ADVANCE	Vietnam	1-Dec-14	5-Dec-14	150/CTKT-TTĐT
VAE00123	M5 - Digital Techniques	Vietnam	17-Jan-14	17-Jan-14	
VAE00123	M7&M11 TURBINE AEROPLANE AVIONIC PART (EASA PART 66 - A1 BASIC COURSE)	Vietnam	11-Mar-13	22-Mar-13	No Number
VAE00123	TRAIN THE TRAINER	Vietnam	26-May-10	28-May-10	No. 035171
VAE00123	IFE S2000 E FUNDAMENTALS	Singapore	6-Jun-10	10-Jun-10	675579
VAE00123	Basic Training Electrical Engingeer	Vietnam	1-Feb-04	31-Aug-05	C0633743
VAE00123	Ini - HUMAN FACTOR	Vietnam	28-Jun-10	29-Jun-10	449/CTKT-TTĐT
VAE00123	AIR LAW VAR	Vietnam	31-Aug-10	31-Aug-10	551/CTKT-TTĐT
VAE00123	Ini - FAA Regulation	Vietnam	30-Aug-11	30-Aug-11	634/CTKT-TTĐT
VAE00123	Ini - Safety Management System	Vietnam	7-Sep-11	7-Sep-11	635/CTKT-TTĐT
VAE00123	EASA Part 66 - A1 Basic Course - M10 - Aviation Legislation	Vietnam	29-Oct-12	1-Nov-12	No Number
VAE00123	TRAIN THE TRAINER - FOLLOW UP	Vietnam	23-Jul-12	3-Aug-12	No Number
VAE00123	Instructor training for teaching in English Language	Vietnam	20-Aug-12	31-Aug-12	No Number
VAE00123	M7&M11 TURBINE AEROPLANE ELECTRIC PART (EASA PART 66 - A1 BASIC COURSE)	Vietnam	25-Feb-13	8-Mar-13	No Number
VAE00123	EASA Part 66 - A1 Basic Course - M8 - Basic Aerodynamics	Vietnam	15-Oct-12	19-Oct-12	No Number
VAE00123	A/C T.R A320/321 (CFM56/V2500) - B2	Vietnam	22-Oct-12	26-Nov-12	928/CTKT-TTĐT
VAE00123	A/C T.R A320/321 (V2500) - B1 + B2	Germany	10-Apr-07	6-Jun-07	HAM 002427
VAE00123	EASA Part 66 - A1 Basic Course - M9 - Human Factors	Vietnam	5-Nov-12	7-Nov-12	No Number
VAE00408	M11A - System Part theo EASA Part 66 - Cat A	Vietnam	4-Feb-13	8-Feb-13	No Number
VAE00408	VNA A330 ETOPS - CONTINUOUS TRAINING	Vietnam	3-Sep-13	7-Sep-13	608/CTKT-TTĐT
VAE00408	M11A - Aircraft Handling/Airframe	Vietnam	21-Nov-13	6-Dec-13	Ref. Decision
VAE00408	M15 - Gas Turbine Engine	Vietnam	31-Mar-14	10-Apr-14	Ref. Decision
VAE00408	M6/M7 Rivets	Philippines	1-Sep-13	14-Sep-13	Ref. Decision
VAE00408	EASA Part 66 - A1 Basic Course - M9 - Human Factors	Vietnam	5-Nov-12	7-Nov-12	No Number
VAE00408	EASA Part 66 - A1 Basic Course - M8 - Basic Aerodynamics	Vietnam	15-Oct-12	19-Oct-12	No Number
VAE00408	VNA A330 ETOPS - CONTINUOUS TRAINING - (ONLINE)	Vietnam	6-Sep-12	10-Sep-12	693/CTKT-TTĐT
VAE00408	Instructor training for teaching in English Language	Vietnam	20-Aug-12	31-Aug-12	No Number
VAE00408	TRAIN THE TRAINER - FOLLOW UP	Vietnam	23-Jul-12	3-Aug-12	No Number
VAE00408	M17 - Propeller	Vietnam	11-Apr-14	11-Apr-14	Ref. Decision
VAE00408	EASA Part 66 - A1 Basic Course - M10 - Aviation Legislation	Vietnam	29-Oct-12	1-Nov-12	No Number
VAE00408	HUMAN FACTOR	Vietnam	14-Mar-07	16-Mar-07	BF2009-043
VAE00408	AIR LAW - VAR	Vietnam	14-Mar-05	25-Mar-05	BF2009-226
VAE00408	Basic Training Mechanical Engingeer (Forth Couse)	Vietnam	15-Jan-02	10-May-02	012/CN-02
VAE00408	ENG RUN UP V2500 (A321)	Vietnam	2-Sep-04	8-Sep-04	109644
VAE00408	FUEL SAVING (VNA)	Vietnam	25-May-09	25-May-09	325/CTKT-TTDT
VAE00408	SMS	Vietnam	22-Sep-09	22-Sep-09	694/CTKT-TTĐT
VAE00408	A/C T.R A330 (PW4000) - B1 (EM31)	Vietnam	17-Mar-08	2-May-08	A3T-04/0108-10
VAE00408	ENG RUN UP CFM56 (A320)	Vietnam	29-Oct-07	5-Nov-07	A1T-10./0407-14
VAE00408	STRUCTURE REPAIR - A321	France	3-Nov-07	17-Nov-07	139281
VAE00408	AIR LAW - FAR	Vietnam	27-Jul-10	27-Jul-10	516/CTKT-TTĐT
VAE00408	ENG RUN UP PW4000 (A330) (Theo + Prac)	China	14-Sep-09	18-Sep-09	191973; No: 191977
VAE00408	A/C T.R A320/321 (V2500) - B1	Germany	13-Jul-04	31-Aug-04	HAM 000086
VAE00408	ENG FAN BLADE MAINTENANCE	Vietnam	15-Jun-09	24-Jun-09	414/CTKT-TTĐT
VAE00408	ENG BSI V2500 (A321)	England	12-Jul-07	13-Jul-07	07-001146
VAE00408	Ini - Aviation Sercurity P2	Vietnam	4-Jan-12	5-Jan-12	AS2/00408
VAE00408	TRAIN THE TRAINER	Vietnam	30-May-11	1-Jun-11	No.040842
VAE00408	ETOPS A330	Vietnam	20-Dec-10	21-Dec-10	776/CTKT-TTĐT
VAE00408	Human Factor - 7	Vietnam	14-Mar-07	16-Mar-07	BF2009-List HF
VAE00408	A/C T.R A320/321 (CFM56/V2500) - B1/B2 + diff	Vietnam	31-Dec-08	31-Dec-08	N/A
VAE00408	Airlaw-Var-2	Vietnam	21-Mar-05	25-Mar-05	BF2009-ListTC
VAE00460	ENG RUN UP CFM56 (A320) TASK TRAINING	Vietnam	21-Mar-14	23-Mar-14	207/CTKT-TTĐT
VAE00460	Engine Run-Up CFM56 (A320/321)	Vietnam	10-Mar-14	12-Mar-14	163/CTKT-TTĐT
VAE00460	Train the trainer	Vietnam	26-Aug-13	30-Aug-13	1909/13-iEIT
VAE00460	VNA A330 ETOPS - CONTINUOUS TRAINING	Vietnam	3-Sep-13	7-Sep-13	608/CTKT-TTĐT
VAE00460	ENG RUN UP RR (A350)	France	4-Oct-15	9-Oct-15	
VAE00460	A321 (V2500) Engine Run - Up Task Training	Vietnam	25-Apr-13	1-May-13	278/CTKT-TTĐT
VAE00460	A350 SRM Familiarization for Damage Assessment	Vietnam	13-Jan-15	16-Jan-15	EUR15-C000840
VAE00460	A330 (PW4000) Engine Run - up	Vietnam	15-Dec-14	17-Dec-14	846/CTKT-TTĐT
VAE00460	A321 V2500/A5 Thrust Reverser Rigging Familiarization	Vietnam	27-Jul-15	27-Jul-15	waiting for Cer.
VAE00460	AIR LAW - FAR	Vietnam	27-Jul-10	27-Jul-10	516/CTKT-TTĐT
VAE00460	Basic Training Mechanical Engingeer	Vietnam	1-Mar-07	19-Sep-07	VAC/EAM-16
VAE00460	SMS	Vietnam	12-Oct-09	13-Oct-09	694/CTKT-TTĐT
VAE00460	AIR LAW - VAR	Vietnam	20-Jul-09	20-Jul-09	410/CTKT-TTĐT
VAE00460	HUMAN FACTOR	Vietnam	14-Jul-09	16-Jul-09	377/CTKT-TTĐT
VAE00460	A/C T.R A330 (PW4000) - B1	Singapore	17-May-09	1-Jul-09	183281
VAE00460	A321 (V2500) Engine Run - Up	Vietnam	22-Apr-13	24-Apr-13	282/CTKT-TTĐT
VAE00460	VNA A330 ETOPS - CONTINUOUS TRAINING - (ONLINE)	Vietnam	6-Sep-12	10-Sep-12	693/CTKT-TTĐT
VAE00460	ENGINE BORESCOPE UTILIZATION TRAINING (NON-APPROVED COURSE)	Vietnam	1-Feb-13	1-Feb-13	109/CTKT-TTĐT
VAE00460	A/C T.R A320/321 (CFM56/V2500) - B1 (EM31)	Vietnam	14-Jul-08	29-Aug-08	A0T-04/0208-06
VAE00460	A330 Structure Damage Assessment	Vietnam	20-Jun-12	20-Jun-12	481/CTKT-TTĐT
VAE00460	INI-ETOPS A330	Vietnam	26-Oct-11	27-Oct-11	816/CTKT-TTĐT
VAE00460	Ini - Aviation Sercurity P2	Vietnam	28-Mar-12	29-Mar-12	AS2/00460
VAE00484	A321(V2500) Engine Run-up Task Training	Vietnam	17-Jan-14	20-Jan-14	50/CTKT-TTĐT
VAE00484	Engine Run - up V2500 (A321)	Vietnam	25-Dec-13	27-Dec-13	01/CTKT-TTĐT
VAE00484	VNA A330 ETOPS - CONTINUOUS TRAINING	Vietnam	3-Sep-13	7-Sep-13	608/CTKT-TTĐT
VAE00484	"Honeywell's System on A350 (ATA 21, 22, 34) - Cabin Pressure, Supplemental Cooling System, Avionics - FM and AESS"	Vietnam	8-Aug-15	8-Aug-15	
VAE00484	Type Training – A350 (RR Trent XWB) Cat B1 + B2 Practical Part – P2	Vietnam	25-Sep-15	8-Oct-15	
VAE00484	ENGINE BORESCOPE UTILIZATION TRAINING (NON-APPROVED COURSE)	Vietnam	1-Feb-13	1-Feb-13	109/CTKT-TTĐT
VAE00484	A350 SRM Familiarization for Damage Assessment	Vietnam	19-Jan-15	22-Jan-15	EUR15-C000848
VAE00484	"Honeywell System On A350 (ATA 21, 27, 49)"	Vietnam	14-Sep-15	14-Sep-15	No Number
VAE00484	"Honeywell Systems On A350 (ATA 21,30,36)"	Vietnam	20-Aug-15	20-Aug-15	No Number
VAE00484	A350 Initial Operation Training For Line Maintenance	Vietnam	11-Jul-15	13-Jul-15	495/CTKT-TTĐT
VAE00484	A350 Initial Operation Experience (IOE) - (Class Room)	Vietnam	30-Jun-15	30-Jun-15	455/CTKT-TTĐT
VAE00484	ETOPS A330	Vietnam	13-Dec-10	14-Dec-10	764/CTKT-TTĐT
VAE00484	AIR LAW - FAR	Vietnam	27-Jul-10	27-Jul-10	516/CTKT-TTĐT
VAE00484	Basic Training Mechanical Engingeer	Vietnam	1-Mar-07	19-Sep-07	VAC/EAM-15
VAE00484	SMS	Vietnam	12-Oct-09	13-Oct-09	694/CTKT-TTĐT
VAE00484	AIR LAW - VAR	Vietnam	20-Jul-09	20-Jul-09	410/CTKT-TTĐT
VAE00484	HUMAN FACTOR	Vietnam	14-Jul-09	16-Jul-09	377/CTKT-TTĐT
VAE00484	A/C T.R A330 (PW4000) - B1	Singapore	17-May-09	1-Jul-09	183283
